# Time (seconds),f0,f1,f2
0.0099999,-0.202880859375,-0.03857421875,0.138916015625
0.029999900000000003,0.325927734375,0.211669921875,0.54296875
0.0499999,-0.081298828125,0.3369140625,0.408203125
0.0699999,-0.04150390625,0.013916015625,0.098876953125
0.08999990000000001,0.4775390625,-0.002685546875,-0.06201171875
0.10999990000000001,0.431884765625,0.11279296875,-0.05810546875
0.1299999,0.35498046875,0.126220703125,0.076416015625
0.14999990000000002,0.35546875,-0.13427734375,0.27001953125
0.1699999,-0.078369140625,-0.328125,0.361572265625
0.1899999,-0.17822265625,-0.36474609375,0.233642578125
0.20999990000000002,-0.155517578125,-0.178466796875,0.130615234375
0.2299999,-0.024658203125,-0.007568359375,0.213623046875
0.2499999,-0.126708984375,-0.150634765625,0.1982421875
0.2699999,0.039794921875,0.041748046875,0.015380859375
0.28999990000000003,0.0556640625,0.1416015625,-0.051513671875
0.3099999,-0.017333984375,-0.029296875,-0.11181640625
0.3299999,-0.17822265625,-0.20068359375,-0.1552734375
0.34999990000000003,-0.139404296875,-0.3046875,-0.117431640625
0.3699999,-0.2177734375,-0.057861328125,-0.033935546875
0.3899999,-0.19775390625,-0.150634765625,0.09375
0.40999990000000003,-0.4853515625,-0.212158203125,0.07470703125
0.4299999,-0.469970703125,-0.244873046875,-0.053955078125
0.4499999,-0.30224609375,-0.222412109375,-0.06005859375
0.4699999,-0.39404296875,-0.13720703125,0.072509765625
0.4899999,-0.275146484375,-0.02880859375,0.033203125
0.5099999,-0.167724609375,-0.018310546875,0.025390625
0.5299999,-0.52490234375,-0.143798828125,0.06396484375
0.5499999,-0.794921875,-0.058349609375,0.0869140625
0.5699999,-0.68212890625,0.13525390625,-0.028076171875
0.5899998999999999,-0.8115234375,0.24658203125,-0.10009765625
0.6099998999999999,-0.760009765625,0.198974609375,-0.0166015625
0.6299999,-0.66552734375,0.082763671875,0.077880859375
0.6499999,-0.550537109375,0.093994140625,0.055419921875
0.6699999,-0.88916015625,-0.03271484375,0.006103515625
0.6899999,-0.43505859375,-0.148193359375,-0.0625
0.7099999,-0.435302734375,-0.05615234375,0.1064453125
0.7299998999999999,-0.40283203125,-0.116455078125,0.36181640625
0.7499998999999999,-0.395751953125,-0.182861328125,0.317138671875
0.7699999,-0.150146484375,0.034423828125,0.048583984375
0.7899999,0.02880859375,0.439453125,-0.0029296875
0.8099999,-0.018798828125,0.4658203125,0.072021484375
0.8299999,-0.439697265625,0.290283203125,-0.004638671875
0.8499998999999999,-0.481689453125,0.358642578125,-0.14013671875
0.8699998999999999,-0.549560546875,0.52392578125,-0.114013671875
0.8899999,-0.55810546875,0.58349609375,-0.09619140625
0.9099999,-0.484130859375,0.54833984375,-0.1083984375
0.9299999,-0.510986328125,0.55029296875,-0.10595703125
0.9499999,-0.70361328125,0.668701171875,-0.012939453125
0.9699998999999999,-0.55078125,0.8056640625,0.05712890625
0.9899998999999999,-0.7431640625,0.876953125,0.242919921875
1.0099999,-0.669677734375,0.796875,0.20703125
1.0299999,-0.77392578125,0.871337890625,0.1328125
1.0499999,-0.82373046875,1.116943359375,0.1201171875
1.0699999,-0.731201171875,1.29931640625,0.107177734375
1.0899999,-0.774658203125,1.378173828125,0.0244140625
1.1099999,-0.64453125,1.30810546875,0.162841796875
1.1299999,-0.61669921875,1.2041015625,0.222412109375
1.1499999,-0.45068359375,1.22998046875,0.213623046875
1.1699998999999999,-0.3388671875,1.025146484375,0.024658203125
1.1899998999999999,-0.352783203125,0.7626953125,-0.0615234375
1.2099999,-0.293212890625,0.898193359375,-0.044189453125
1.2299999,-0.229248046875,1.107177734375,-0.06787109375
1.2499999,-0.25927734375,0.980712890625,0.005859375
1.2699999,-0.174072265625,0.805908203125,0.064208984375
1.2899999,-0.240234375,0.84619140625,-0.010498046875
1.3099999,-0.040283203125,0.8291015625,-0.0439453125
1.3299999,-0.021484375,0.983154296875,-0.07177734375
1.3499999,0.03759765625,0.858642578125,-0.16064453125
1.3699999,0.0029296875,0.548828125,-0.161376953125
1.3899999,0.029052734375,0.468505859375,-0.059326171875
1.4099999,0.1259765625,0.577392578125,-0.0029296875
1.4299998999999999,-0.050537109375,0.587890625,0.115966796875
1.4499999,0.166748046875,0.405517578125,0.004638671875
1.4699999,0.302734375,0.229736328125,-0.280029296875
1.4899999,0.318115234375,0.087158203125,-0.196533203125
1.5099999,0.080322265625,0.130615234375,-0.183349609375
1.5299999,0.154052734375,0.304443359375,0.0009765625
1.5499999,0.153564453125,0.288330078125,0.10009765625
1.5699999,-0.0205078125,0.1884765625,-0.0029296875
1.5899999,0.389404296875,0.42529296875,-0.05029296875
1.6099999,0.012451171875,0.324462890625,-0.02392578125
1.6299999,-0.034912109375,0.177490234375,0.1376953125
1.6499999,-0.02978515625,0.251953125,0.00439453125
1.6699999,0.271240234375,0.3349609375,-0.1650390625
1.6899998999999999,0.385986328125,0.47607421875,-0.146728515625
1.7099999,0.010498046875,0.3544921875,0.01611328125
1.7299999,0.244140625,0.299560546875,0.07958984375
1.7499999,0.072265625,0.457763671875,0.18701171875
1.7699999,0.18701171875,0.533203125,0.15771484375
1.7899999,0.29736328125,0.373779296875,0.02685546875
